Restaurant Name,Location,Contact,Menu,Cuisine,Price,"Ratings(Dining, Delivery)",Operating Hours,More Info
Select Walk,"J 349, 1st Floor, Keshavpuram, Kalyanpur Near Rps Complex, West Kanpur 208017",,"[{'item': '& Sour Soup', 'price': '₹129'}, {'item': 'Chicken Manchow Soup', 'price': '₹139'}, {'item': 'Corn Soup', 'price': '₹199'}, {'item': 'Ious Having Shredded', 'price': '₹149'}, {'item': 'Rench Onion Soup', 'price': '₹149'}, {'item': 'Chicken Lemon Corriander Soup', 'price': '₹139'}, {'item': 'Able', 'price': '₹279'}, {'item': 'Gravy)', 'price': '₹269'}, {'item': '& Pepper', 'price': '₹269'}, {'item': 'Ers', 'price': '₹279'}, {'item': 'Chilly Spices) Crackling Spinach', 'price': '₹279'}, {'item': 'Wani 65', 'price': '₹289'}, {'item': 'Ried Chilly Baby Corn', 'price': '₹249'}, {'item': 'Gravy)', 'price': '₹249'}, {'item': 'Yle', 'price': '₹279'}, {'item': 'Wan Sauce Mushroom Duplex', 'price': '₹289'}, {'item': ""H Cheese & Bell Pepper'S ) Red Pepper Paneer"", 'price': '₹299'}, {'item': 'Non Veg)', 'price': '₹329'}, {'item': 'Non Veg)', 'price': '₹399'}, {'item': 'Non Veg)', 'price': '₹279'}, {'item': 'Ers Non- Veg Chilly Chicken', 'price': '₹299'}, {'item': 'E Sauce) Chicken Lollypop (6 Pcs)', 'price': '₹319'}, {'item': 'Garlic Suace Or Sichuan Sauce) Chicken Kung Pao', 'price': '₹319'}, {'item': 'Ried Rice', 'price': '₹249'}, {'item': 'Ewed Rice', 'price': '₹279'}, {'item': 'Chinese)', 'price': '₹319'}, {'item': 'Hakka Noodles', 'price': '₹249'}, {'item': 'Ables) Chicken Noodles', 'price': '₹319'}, {'item': 'Non Veg )', 'price': '₹279'}, {'item': 'Non Veg )', 'price': '₹289'}, {'item': 'Non Veg )', 'price': '₹279'}, {'item': 'Non Veg )', 'price': '₹289'}, {'item': 'Non Veg )', 'price': '₹279'}, {'item': 'Non Veg )', 'price': '₹289'}, {'item': 'Bechamel Sauce And Ragu) Mac N Cheese', 'price': '₹299'}, {'item': 'Ish', 'price': '₹349'}, {'item': 'O & Basil) Veggie Lover', 'price': '₹289'}, {'item': 'Erranean', 'price': '₹299'}, {'item': 'Black Olives) Barbecue Chicken', 'price': '₹349'}, {'item': 'Non Veg)', 'price': '₹379'}, {'item': 'Ikka Masala', 'price': '₹229'}, {'item': 'Lavour)', 'price': '₹2719'}, {'item': 'Sari', 'price': '₹259'}, {'item': 'I Rice) Jeera Rice', 'price': '₹199'}, {'item': 'H Cumin) Curd Rice', 'price': '₹189'}, {'item': 'Kashmiri Pulao', 'price': '₹229'}, {'item': 'Masala Khichdi', 'price': '₹229'}, {'item': 'An Pulao', 'price': '₹229'}, {'item': 'Pulao', 'price': '₹199'}, {'item': '69 Kabuli Naan', 'price': '₹79'}, {'item': 'Okri', 'price': '₹229'}, {'item': 'Aloo )', 'price': '₹149'}, {'item': ""'S Special ) Lunch Combo'S Indian Veg Combo"", 'price': '₹299'}, {'item': 'Gulab Jamun) Indian Non- Veg Combo', 'price': '₹399'}, {'item': 'Cold Drink', 'price': '₹399'}, {'item': 'Ails Sunrise', 'price': '₹199'}, {'item': 'Drink', 'price': '₹69'}, {'item': 'Rawberry Shake', 'price': '₹199'}, {'item': 'Shake', 'price': '₹229'}, {'item': '- Oreo Shake', 'price': '₹219'}, {'item': '- Vanila Shake', 'price': '₹209'}, {'item': 'E Shake', 'price': '₹229'}, {'item': 'Hie', 'price': '₹229'}, {'item': 'Hie', 'price': '₹249'}, {'item': 'Ed Beverage', 'price': '₹79'}, {'item': 'Er)', 'price': '₹139'}, {'item': '- Canned Juice (By Glass)', 'price': '₹129'}, {'item': 'Orange & Peach)', 'price': '₹179'}, {'item': ""Your'S"", 'price': '₹39'}]","Chinese, North Indian",₹500 for two,4.5 • 502 in Google •,"CLOSED, OPENS AT 12PM","Reservation available, SwiggyPay accepted"
Shor,"113/168, Kanpur Vidya Mandir, Khalasi Line, Swaroop Nagar Near Bagicha Blorist North Kanpur 208002",,"[{'item': 'E Dining Lounge (Pdl) Minimum Billing - 15K Maximum Person -', 'price': '₹12'}, {'item': 'Pdl', 'price': '₹10'}, {'item': '15K & Above', 'price': '₹20'}, {'item': '-S', 'price': '₹60'}, {'item': 'E Rum 325 Bacardi Black Rum 3258 Old Monk Dark Rum 325B We Sy', 'price': '₹60'}, {'item': 'Camino', 'price': '₹5258'}, {'item': 'All Sauza Silver 5508 Bloody Mary', 'price': '₹650'}, {'item': 'Y Do', 'price': '₹650'}, {'item': 'Drink', 'price': '₹120'}, {'item': 'H Crushed Ice Juice', 'price': '₹150'}, {'item': 'Caprioska', 'price': '₹650'}, {'item': 'Red Bull', 'price': '₹250'}, {'item': 'Coke 120 Moscow Mule', 'price': '₹650'}, {'item': 'Resh Lime', 'price': '₹175'}, {'item': 'Lime Juice Masala Coke', 'price': '₹175'}, {'item': 'Ea Daisy', 'price': '₹650'}, {'item': 'Isher Beer', 'price': '₹450'}, {'item': 'Uborg Beer', 'price': '₹400'}, {'item': '60 Ml 50 Bombay Sapphire', 'price': '₹475'}, {'item': 'Er 475 Breezer', 'price': '₹325'}, {'item': 'Anquery', 'price': '₹425'}, {'item': 'Beera Beer 400 Gordons', 'price': '₹400'}, {'item': 'I Kebal 500', 'price': '₹350'}, {'item': ""' Jalapeno Poppers"", 'price': '₹425'}, {'item': ""' ! Corn And Chilli Cheese"", 'price': '₹425'}, {'item': 'Ed Mushroom', 'price': '₹500'}, {'item': 'Ries', 'price': '₹350'}, {'item': 'Garlic Bread', 'price': '₹475'}, {'item': 'Dry Papad (2 Pcs)', 'price': '₹100'}, {'item': 'Masala', 'price': '₹200'}, {'item': 'Age Cheese Square', 'price': '₹500'}, {'item': 'H Mexican Salsa Bbq Sauce And Romesco Sauce Veggie Wrap 325 Chicken Espada', 'price': '₹650'}, {'item': 'H Veg Salsa Garlic Oily Cheese Cigar', 'price': '₹425'}, {'item': 'H Mozarella Chicken Lolipope', 'price': '₹600'}, {'item': 'H Cheesie Baccho Aur Bado Ke Liye Dip Grilled Chicken Legs 600 Mexican Roll', 'price': '₹425'}, {'item': 'O Salsa Spread Cream Cheese Crispy Chickens', 'price': '₹550'}, {'item': 'I Kebabs', 'price': '₹800'}, {'item': 'Hi Roll', 'price': '₹450'}, {'item': 'Ish', 'price': '₹600'}, {'item': 'Inger', 'price': '₹600'}, {'item': 'Ish & Chips', 'price': '₹600'}, {'item': 'Awa Dahi Kebab', 'price': '₹450'}, {'item': 'Seekh Kebab', 'price': '₹450'}, {'item': 'Ikka', 'price': '₹450'}, {'item': 'Ikka', 'price': '₹475'}, {'item': 'Ikka', 'price': '₹500'}, {'item': 'Ghani', 'price': '₹600'}, {'item': 'Ikka', 'price': '₹575'}, {'item': 'Ood', 'price': '₹10'}, {'item': 'On Seekh Kebab', 'price': '₹675'}, {'item': 'Oe Paneer Shashlik Sizzler', 'price': '₹700'}, {'item': 'Mush- Pig Veg Paprika Sizzler', 'price': '₹675'}, {'item': 'A Veg', 'price': '₹425'}, {'item': 'Redo', 'price': '₹575'}, {'item': 'E (Pink', 'price': '₹575'}, {'item': 'Er Naan', 'price': '₹100'}, {'item': 'Jeera Rice', 'price': '₹350'}, {'item': 'Eamed Rice', 'price': '₹225'}, {'item': 'Ed)', 'price': '₹350'}, {'item': 'Veg Hyderabadi Biryani', 'price': '₹500'}, {'item': 'Ed Kulcha', 'price': '₹130'}, {'item': 'Dum Biryani', 'price': '₹675'}, {'item': 'Ed Naan 150 Py Masala Kulcha', 'price': '₹130'}, {'item': 'Boondi', 'price': '₹200'}, {'item': 'Um Kya Jano Ramesh Babu Oreo 275 Peach', 'price': '₹300'}, {'item': '275 Lemon', 'price': '₹300'}, {'item': 'Arwberry', 'price': '₹275'}, {'item': 'Chilli Paneer 500 Kadhai Paneer 575 Schezwan Paneer', 'price': '₹575'}, {'item': 'Ikka Masala 575 Manchurian Paneer 425 Chana Pindi', 'price': '₹450'}, {'item': 'Rezi', 'price': '₹450'}, {'item': 'O 425 Mushroom Masala', 'price': '₹500'}, {'item': 'Ry Veg 425 Baked Veg 500 Cras Chiens Ne Spinach Corn Baked', 'price': '₹500'}, {'item': 'Adka', 'price': '₹350'}, {'item': '575 Dal Makhani', 'price': '₹400'}, {'item': '450 Egg Curry', 'price': '₹425'}, {'item': 'Ry Noodles', 'price': '₹500'}, {'item': 'Er Chicken 600 Ovlic Chicken Noodles', 'price': '₹525'}, {'item': 'On Roghan Josh', 'price': '₹675'}, {'item': 'Ish', 'price': '₹625'}, {'item': 'Ish', 'price': '₹625'}, {'item': 'H Beans Backed Cheese Nachos 175', 'price': '₹250'}, {'item': 'Heaven', 'price': '₹425'}, {'item': '9 425 375 450 500 450 525 450 500 350 400 450 600 600 925 575 600 575 800 725 500 450 475 475', 'price': '₹425'}, {'item': 'Liquor License Bar Kanpur 575 575 475 400', 'price': '₹600'}, {'item': 'Ry 175 Cheese Cake', 'price': '₹225'}, {'item': 'H Rabri', 'price': '₹300'}, {'item': 'Ae Sky Lounge Peon Sunrise', 'price': '₹425'}, {'item': 'Y Belly', 'price': '₹425'}, {'item': 'Syrup Soda Cranberry Sour', 'price': '₹425'}, {'item': 'Soda Blue Angel', 'price': '₹425'}, {'item': 'Ermelon Cooler', 'price': '₹425'}, {'item': 'Ric Shock', 'price': '₹425'}, {'item': 'Riple Rain', 'price': '₹425'}, {'item': 'E Vergin Marry', 'price': '₹425'}, {'item': ""S Kahlua 550 Bailey'S"", 'price': '₹550'}, {'item': ""Reau 550 60 Mi Chivas 18 Yrs 1000 Chivas 12 Yrs 700 Gold Label 900 Double Black 750 Black Label 700 Jack Daniel 575 Red Label 475 60 Mi 100 Piper'S 12 Yrs 475 Black Dog 12 Yrs"", 'price': '₹475'}, {'item': ""Eacher'S 50"", 'price': '₹475'}, {'item': 'Ines', 'price': '₹475'}, {'item': 'Duman & 1Soml 60M! Red Wine', 'price': '₹625'}, {'item': 'El One', 'price': '₹475'}, {'item': 'E Wine 625 Ciroc', 'price': '₹800'}, {'item': 'Grey Goose', 'price': '₹625'}, {'item': 'E 425', 'price': '₹60'}, {'item': '12 Yrs', 'price': '₹825'}, {'item': '18 Yrs', 'price': '₹1200'}, {'item': 'Iddich 12 Yrs', 'price': '₹900'}, {'item': 'Al Beer', 'price': '₹525'}, {'item': 'Iddich 18 Yrs 1200 Hoegarden Beer 525 Glenmorangie 900 C', 'price': '₹525'}, {'item': 'Alisker', 'price': '₹900'}, {'item': 'On 750 Brandy 60Ml A J.W. Blue Label', 'price': '₹2000'}, {'item': 'E 1800 Ee', 'price': '₹575'}, {'item': 'Inum Lable', 'price': '₹1200'}, {'item': 'E Walker 1000 Rampur 1400', 'price': '₹60'}, {'item': 'Bomb', 'price': '₹525'}, {'item': 'I Juice Kamikaze', 'price': '₹525'}, {'item': 'Ails Heaving Way Special', 'price': '₹650'}, {'item': 'Ini Smash', 'price': '₹650'}, {'item': 'Ini', 'price': '₹650'}, {'item': 'H Cranberry Juice Lemon Juice Lemon Cello', 'price': '₹650'}, {'item': 'Blue Arrow', 'price': '₹750'}, {'item': 'Riple Sec Bombay Bramble', 'price': '₹750'}, {'item': 'He Beach', 'price': '₹650'}, {'item': 'H Soda Whisky Sour', 'price': '₹650'}, {'item': 'H Various', 'price': '₹650'}]","Chinese, North Indian",₹1500 for two,4.1 • 2K+ in Google •,"CLOSED, OPENS AT 2PM","Alcohol served, Reservation available, Parking available, SwiggyPay accepted"
Sidewalk,"Khalasi Line Road, Khalasi Line, Swaroop Nagar Near Shrikanth Bhushan Little Folks School North Kanpur 208002",,[],"Asian, Continental",₹1000 for two,4.1 • 792 in Google •,"CLOSED, OPENS AT 9:30AM","Reservation available, Parking available, Free wifi, Smoking area, SwiggyPay accepted"
Sidewalk Bakehouse & Cafe,"7/178, A 1, Ground Floor, Swaroop Nagar, Kanpur",918303001717.0,,"Continental, Seafood, Italian, Mexican, Bakery, Desserts, Coffee, Beverages","₹1,300 for two","4.2, 4.1","12midnight – 1:15am, 8:30am – 12midnight (Today)",
Silver Spoons Bakery (Kakadeo),"Plot No.1, Avon Market, Ambedkar Nagar, Navin Nagar, Kakadeo, Kanpur, Uttar Pradesh",,[],Fast Food,₹800 for two,4.1 • 2K+ in Google •,"CLOSED, OPENS AT 9AM","Reservation available, Parking available, SwiggyPay accepted, Pure veg"
Sirocco,"510/10, Khalasi Line Rd, Khalasi Line, Arya Nagar, Kanpur, Uttar Pradesh",,[],North Indian,₹1500 for two,3.9 • 147 in Google •,"CLOSED, OPENS AT 11:45AM","Alcohol served, Parking available, Free wifi, Smoking area, SwiggyPay accepted"
Spice Elixir - An Elixir Guaranteed To Induce Love,"117/N/88, Kakadeo Road, P Block, Ambedkar Nagar, Navin Nagar, Kakadeo North Kanpur 208025",,"[{'item': ""'Sggsugegesess 838883 Ba"", 'price': '₹88'}, {'item': 'Combo -3 Combo -4 By', 'price': '₹120'}, {'item': 'Munchurian Combo -6', 'price': '₹120'}, {'item': 'Manchow Soup', 'price': '₹60'}, {'item': 'Shower Soup', 'price': '₹60'}, {'item': 'Corn Soup', 'price': '₹60'}, {'item': '- Geeeee Be Geee2 Chilli Paneer Noodles', 'price': '₹450'}, {'item': '160)- Rice Gia Garlic Rice', 'price': '₹60'}, {'item': '- Shezwan Rice', 'price': '₹80'}, {'item': '- Chilli Garlic Paneer Rice', 'price': '₹70'}, {'item': 'Hakka Rice', 'price': '₹80'}, {'item': 'H Rice', 'price': '₹80'}, {'item': '- Veg Manchurian', 'price': '₹80'}, {'item': '- Chilli Manchurian', 'price': '₹80'}, {'item': '- Chilli Paneer', 'price': '₹90'}, {'item': 'Philippines Rice', 'price': '₹150'}]",North Indian,₹500 for two,4.8 • 19 in Google •,"CLOSED, OPENS AT 10AM","Reservation available, Free wifi, SwiggyPay accepted"
Studio XO Bar,"5th, Virendra Smriti, Civil Lines, Mall Road, Kanpur",919794452444.0,,"North Indian, Chinese, Pizza",₹200 for two,"3.9, New",24 Hours (Today),"Home Delivery, Serves Alcohol, Indoor Seating"
TCOH - The Cafe Of Hindustan,"Shop 13, Mukherji Vihar, C N G Road, Indira Nagar, Indira Nagar Hair Castle - Men Salon North Kanpur 208024",,,"Chinese, Continental",₹600 for two,3.6 • 7 in Google •,"CLOSED, OPENS AT 12PM","Reservation available, Parking available, Free wifi, Smoking area, SwiggyPay accepted"
Tamarind By Pristine,"111/18A, Harsh Nagar, Gt Road, Ashok Nagar Central Kanpur 208002",,"[{'item': 'Mirchi', 'price': '₹1002'}, {'item': 'Cheese Naan', 'price': '₹2250'}, {'item': '8R67S', 'price': '₹85'}, {'item': '600 R675', 'price': '₹2358'}, {'item': 'Srgoo 55085758600', 'price': '₹2550'}, {'item': 'I (250 Gms', 'price': '₹135'}, {'item': 'And Sour 26578295 Phoenix Soup 2658295 Manchow Soup', 'price': '₹265'}, {'item': 'Ables & Cheese Sandwich', 'price': '₹325'}, {'item': '(250 Gms', 'price': '₹202'}]",North Indian,₹2000 for two,3.8 • 39 in Google •,"CLOSED, OPENS AT 7AM","Reservation available, Parking available, SwiggyPay accepted"
Tandoori Chai,"117 N Block N-10, Avon Market, Kakadav Road, Ambedkar Nagar, Navin Nagar, Kakadeo Near Hi-Fi Language School, North Kanpur 208025",,"[{'item': 'Ikka Sandwich', 'price': '₹80'}, {'item': 'Andoori Special Sandwich', 'price': '₹150'}, {'item': 'Andoori Special Burger', 'price': '₹80'}, {'item': '- Glass', 'price': '₹80'}, {'item': 'Badam 1 Kesar 1 Rose', 'price': '₹80'}]",Fast Food,₹400 for two,4 • 1K+ in Google •,"CLOSED, OPENS AT 11AM","Reservation available, SwiggyPay accepted"
Tandoori Hits,"123/1-D, Kalpi Road, Pratapganj, Fazalganj, Shastri Nagar Near Balaji Mandir Central Kanpur 208012",,"[{'item': 'Andoor Veg Indian Salad', 'price': '₹50'}, {'item': '- Russian Salad', 'price': '₹70'}, {'item': '- Casny Pues', 'price': '₹120'}, {'item': 'Ra Cheese', 'price': '₹30'}, {'item': 'Er Nan', 'price': '₹30'}, {'item': '- Garllic Nan', 'price': '₹40'}, {'item': '- Chicken Crispy Pizza', 'price': '₹150'}, {'item': '- Cheese Nan', 'price': '₹50'}, {'item': 'Y Pizza', 'price': '₹200'}, {'item': 'Ra Cheese', 'price': '₹30'}, {'item': 'Er Masala', 'price': '₹140'}, {'item': '- Paneer Kadhai Masala', 'price': '₹140'}, {'item': 'Ikka Masala', 'price': '₹140'}, {'item': 'E Syrup', 'price': '₹60'}, {'item': '- Paneer Lawabdar Masala', 'price': '₹140'}, {'item': '- Paneer Kalimirch Masala', 'price': '₹140'}, {'item': 'Er Masala', 'price': '₹120'}, {'item': '- Chaap Kadhai Masala', 'price': '₹140'}, {'item': 'Pall Bow)', 'price': '₹207'}, {'item': 'Chaap Kalimirch Masala', 'price': '₹140'}, {'item': 'Ee Cubes (Large Bowl)', 'price': '₹40'}, {'item': '2 Jeera Aloo -', 'price': '₹100'}, {'item': '- Q Dal Makhani', 'price': '₹90'}, {'item': 'Adka', 'price': '₹80'}, {'item': 'Ler Chicken Curry', 'price': '₹180'}, {'item': '- Z Chicken Masala', 'price': '₹180'}, {'item': 'Ikka Masala', 'price': '₹200'}, {'item': '- Neg Sizzler Ar Chicken Rara', 'price': '₹180'}, {'item': 'Er Masala', 'price': '₹180'}, {'item': 'Er Masala Boneless', 'price': '₹210'}, {'item': '- Haba Eauesne Crean) Aah Chicken Kadhai Masala', 'price': '₹180'}, {'item': 'Gorn Soup (Ved)', 'price': '₹60'}, {'item': '- Chicken Kalimirch Masala', 'price': '₹190'}, {'item': 'Corn Soup Chicken', 'price': '₹70'}, {'item': '- Ch. Kalimirch Masala Boneless', 'price': '₹220'}, {'item': 'On Keema Handi (K.G. ) - -', 'price': '₹880'}, {'item': '- Plain Rice', 'price': '₹50'}, {'item': '- Cou I I Aye Jeera Rice', 'price': '₹75'}, {'item': 'On Dahi Wala', 'price': '₹250'}, {'item': '- Biryani Ace', 'price': '₹50'}, {'item': 'On Kali Mirch', 'price': '₹280'}, {'item': '- Plain Maggi', 'price': '₹50'}, {'item': 'Er Masala (Bowl)', 'price': '₹60'}, {'item': '- Kali Mirch Masla (Bowl)', 'price': '₹15'}, {'item': 'Give Your Plain Maggi', 'price': '₹50'}, {'item': '- Veg. Masala Maggi', 'price': '₹80'}, {'item': 'Masala Cheese Maggi', 'price': '₹100'}, {'item': '- Cooked Meal Paneer Masala Maggi', 'price': '₹120'}, {'item': 'Andoori', 'price': '₹250'}, {'item': 'Gani', 'price': '₹280'}, {'item': 'Ikka', 'price': '₹160'}, {'item': 'Ull)', 'price': '₹450'}, {'item': 'Ull)', 'price': '₹100'}, {'item': 'Ull)', 'price': '₹130'}, {'item': '- Veg. Burger', 'price': '₹80'}, {'item': '- Classy Burger', 'price': '₹100'}, {'item': 'Ry) Chicken Burger', 'price': '₹100'}, {'item': '- Soda', 'price': '₹20'}, {'item': 'H Ice Cream', 'price': '₹120'}, {'item': 'E Shake', 'price': '₹100'}, {'item': 'H Ice-Cream', 'price': '₹140'}, {'item': 'Si.)', 'price': '₹60'}, {'item': '- Chilly Paneer Chilly Mashroom', 'price': '₹180'}, {'item': 'Ried Rice', 'price': '₹20'}, {'item': 'Coke', 'price': '₹250'}, {'item': 'Coke', 'price': '₹250'}, {'item': 'Ree', 'price': '₹250'}]","Chinese, North Indian",₹500 for two,4.9 • 32 in Google •,"CLOSED, OPENS AT 2:30PM","Reservation available, Parking available, SwiggyPay accepted"
The Bella's Co.,"117.444, L Block, Navin Nagar, Kakadeo, Kanpur, Uttar Pradesh",,[],Chinese,₹1000 for two,4.9 • 19 in Google •,"CLOSED, OPENS AT 9AM","Vegan food, Free wifi, SwiggyPay accepted"
The Cake Room,"Plot No.122/528, Sindhi Colony, Shastri Nagar, Kanpur, Uttar Pradesh",,[],North Indian,₹800 for two,-- • too few ratings •,"CLOSED, OPENS AT 11AM","Parking available, Free wifi, SwiggyPay accepted"
The Central Courtyard,"112/350, Block C, Plot 400, Gutaiya, Nagar Nigam Food Safety Zone 16, Swaroop Nagar Indian Overseas Bank-Swaroop Nagar Branch North Kanpur 208002",,"[{'item': 'Ull', 'price': '₹249'}, {'item': '- Add Chicken', 'price': '₹49'}, {'item': ""'Dou Naan Bombs"", 'price': '₹249'}, {'item': 'Rani Soya Chaap', 'price': '₹269'}, {'item': 'Ikka Pyramids', 'price': '₹299'}, {'item': '7- Malai Soya Chaap', 'price': '₹299'}, {'item': 'Ikka', 'price': '₹349'}, {'item': 'Ikka', 'price': '₹329'}, {'item': 'Ikka', 'price': '₹349'}, {'item': 'Ikka', 'price': '₹369'}, {'item': 'Angri', 'price': '₹339'}, {'item': 'Angri', 'price': '₹359'}, {'item': 'Andoori', 'price': '₹399'}, {'item': ') Sikandari Shahne Raan (2 Pc)', 'price': '₹749'}, {'item': 'Ower', 'price': '₹339'}, {'item': 'I Kebab', 'price': '₹349'}, {'item': 'Corn & Paprika', 'price': '₹199'}, {'item': 'Ini', 'price': '₹209'}, {'item': 'Ini', 'price': '₹219'}, {'item': 'Ini', 'price': '₹229'}, {'item': 'Ini', 'price': '₹249'}, {'item': 'Ini', 'price': '₹269'}, {'item': 'Ries', 'price': '₹179'}, {'item': 'Ries', 'price': '₹239'}, {'item': 'Ries', 'price': '₹249'}, {'item': 'Alian Chilli Chicken', 'price': '₹299'}, {'item': 'Ada', 'price': '₹349'}, {'item': 'Ries', 'price': '₹229'}, {'item': 'Ries', 'price': '₹239'}, {'item': 'Age Cheese', 'price': '₹299'}, {'item': 'A Cheese & Chicken Bomb', 'price': '₹349'}, {'item': 'Ini', 'price': '₹399'}, {'item': 'Usion Spring Salsa Sauce Rolls', 'price': '₹269'}, {'item': 'Ry Sauce', 'price': '₹299'}, {'item': 'Hai Noodles', 'price': '₹299'}, {'item': 'Ry Sauce', 'price': '₹299'}, {'item': 'Garlic Chicken Popcorns W Cheese Sauce', 'price': '₹349'}, {'item': 'Ondue', 'price': '₹399'}, {'item': 'Heaven', 'price': '₹329'}, {'item': 'Ower', 'price': '₹339'}, {'item': '& Shanghai Crispy Corn', 'price': '₹349'}, {'item': 'Ower', 'price': '₹399'}, {'item': 'H Sizzling Rice', 'price': '₹349'}, {'item': 'Hai Curry W Glass Noodles', 'price': '₹429'}, {'item': 'He Day', 'price': '₹399'}, {'item': '- Mumbaiya Vada Pav Open Burger', 'price': '₹249'}, {'item': 'Ikka Open Burger L', 'price': '₹269'}, {'item': 'Jawbreaker Burger 3497-', 'price': '₹399'}, {'item': 'O W Creamy Dal Makhani', 'price': '₹369'}, {'item': '- Mac N Cheese', 'price': '₹349'}, {'item': 'Add Chicken', 'price': '₹99'}]","Continental, North Indian",₹1000 for two,3.8 • 527 in Google •,"CLOSED, OPENS AT 12:30PM","Reservation available, Parking available, Free wifi, SwiggyPay accepted"
The Chaat Bazaar By Mezbaan,"117/N/244, P Block, Ambedkar Nagar, Navin Nagar, Kakadeo Near Swa-Adhyayan Library North Kanpur 208025",,[],"North Indian, South Indian",₹700 for two,3.8 • 194 in Google •,"CLOSED, OPENS AT 8:30AM","Reservation available, Parking available, Free wifi, SwiggyPay accepted"
The Clubhouse Cafe and Lounge,"10, M Block, Govind Nagar Road, M-Block, Govind Nagar West Kanpur 208006",,[],Chinese,₹700 for two,4.2 • 292 in Google •,"CLOSED, OPENS AT 10AM","Reservation available, Free wifi, SwiggyPay accepted, Pure veg"
The Country Side- Divine Taste,"Plot No - 43, Mukharjee Vihar, Near Cng Pump, Kanpur, Uttar Pradesh 208018",,"[{'item': 'Non-Veg', 'price': '₹119'}, {'item': 'Non-Veg', 'price': '₹114'}, {'item': 'Ic Chinese Anu Chicken Noodle Soup', 'price': '₹13'}, {'item': 'Hymed Muxhroom Soup', 'price': '₹134'}, {'item': 'Non-Veg)', 'price': '₹21'}, {'item': 'Now Veg)', 'price': '₹200'}, {'item': 'Arm House Pizza', 'price': '₹24'}, {'item': 'Olives & Cheese Musdhiraoim Sperial Piven', 'price': '₹24'}, {'item': 'Ries', 'price': '₹125'}, {'item': 'Ries (Ag. Overloaded Cheese Nachos 145. O Veg Mexican Nachos', 'price': '₹134'}, {'item': 'Chicken Siechos', 'price': '₹148'}, {'item': 'I A Veg Cheese Sandwich', 'price': '₹14'}, {'item': 'Bombay Bachelor Sandwich', 'price': '₹17'}, {'item': 'E Spicy Grilled Chicken Sandwich', 'price': '₹15'}, {'item': 'E Lae O Veg Kebab Lal. I Veg Spring Rell', 'price': '₹175'}, {'item': 'Ikka', 'price': '₹22'}]","Chinese, North Indian",₹1200 for two,4.3 • 191 in Google •,"CLOSED, OPENS AT 12:30PM","Reservation available, SwiggyPay accepted"
